,Rk,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,market_value_in_eur,highest_market_value_in_eur,Pos_FW,Pos_FWMF,Pos_MF,Pos_MFFW
882,1772.0,1997.0,34.0,18.0,1823.0,20.3,8.0,2.0,10.0,8.0,0.0,0.0,0.0,0.0,7.3,7.3,1.7,9.0,13.0,22.0,105.0,0.39,0.1,0.49,0.39,0.49,0.36,0.08,0.44,0.36,0.44,6000000.0,6500000.0,0.0,0.0,1.0,0.0
883,1779.0,1991.0,15.0,9.0,860.0,9.6,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,2.6,3.8,22.0,62.0,59.0,0.1,0.21,0.31,0.1,0.31,0.12,0.28,0.39,0.12,0.39,2000000.0,9000000.0,0.0,0.0,1.0,0.0
884,1780.0,1991.0,9.0,4.0,410.0,4.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.4,0.7,6.0,14.0,24.0,0.22,0.0,0.22,0.22,0.22,0.08,0.08,0.16,0.08,0.16,2000000.0,9000000.0,0.0,0.0,1.0,0.0
885,1782.0,1999.0,29.0,21.0,1803.0,20.0,3.0,2.0,5.0,3.0,0.0,0.0,9.0,0.0,2.2,2.2,1.9,4.0,16.0,99.0,23.0,0.15,0.1,0.25,0.15,0.25,0.11,0.09,0.2,0.11,0.2,5000000.0,5000000.0,0.0,0.0,1.0,0.0
886,1784.0,2003.0,6.0,3.0,231.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.2,0.7,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.19,0.09,0.28,0.19,0.28,400000.0,400000.0,0.0,0.0,1.0,0.0
887,1788.0,1992.0,24.0,12.0,1187.0,13.2,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,4.0,4.0,0.3,4.2,10.0,22.0,50.0,0.3,0.0,0.3,0.3,0.3,0.3,0.02,0.32,0.3,0.32,4000000.0,5000000.0,0.0,0.0,1.0,0.0
889,1796.0,1992.0,17.0,13.0,1078.0,12.0,6.0,2.0,8.0,5.0,1.0,2.0,4.0,0.0,7.0,5.5,2.1,7.5,15.0,53.0,92.0,0.5,0.17,0.67,0.42,0.58,0.59,0.17,0.76,0.46,0.63,30000000.0,40000000.0,1.0,0.0,0.0,0.0
890,1800.0,1999.0,4.0,2.0,158.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,5000000.0,0.0,0.0,0.0,1.0
891,1801.0,1999.0,9.0,7.0,538.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.2,0.2,0.3,0.5,7.0,21.0,4.0,0.17,0.0,0.17,0.17,0.17,0.04,0.04,0.08,0.04,0.08,4000000.0,5000000.0,0.0,0.0,1.0,0.0
892,1802.0,1998.0,22.0,11.0,1054.0,11.7,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,1.4,2.1,18.0,88.0,30.0,0.09,0.26,0.34,0.09,0.34,0.05,0.12,0.18,0.05,0.18,7000000.0,9000000.0,0.0,0.0,1.0,0.0
893,1803.0,1993.0,2.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,20000000.0,1.0,0.0,0.0,0.0
894,1805.0,1998.0,25.0,17.0,1626.0,18.1,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,4.3,4.3,2.1,6.4,59.0,27.0,138.0,0.22,0.0,0.22,0.22,0.22,0.24,0.11,0.35,0.24,0.35,5500000.0,6000000.0,0.0,1.0,0.0,0.0
895,1806.0,1996.0,18.0,3.0,429.0,4.8,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.1,1.1,0.1,1.1,7.0,7.0,29.0,0.63,0.0,0.63,0.63,0.63,0.22,0.02,0.24,0.22,0.24,1500000.0,7000000.0,1.0,0.0,0.0,0.0
896,1807.0,2004.0,24.0,11.0,1084.0,12.0,7.0,3.0,10.0,7.0,0.0,0.0,0.0,0.0,6.3,6.3,1.2,7.5,7.0,11.0,55.0,0.58,0.25,0.83,0.58,0.83,0.52,0.1,0.62,0.52,0.62,30000000.0,30000000.0,0.0,0.0,1.0,0.0
897,1808.0,1994.0,19.0,16.0,1302.0,14.5,5.0,0.0,5.0,4.0,1.0,1.0,1.0,0.0,5.7,5.0,0.5,5.5,15.0,26.0,63.0,0.35,0.0,0.35,0.28,0.28,0.4,0.04,0.43,0.34,0.38,6000000.0,10000000.0,0.0,0.0,1.0,0.0
898,1809.0,1999.0,24.0,20.0,1648.0,18.3,3.0,2.0,5.0,3.0,0.0,0.0,4.0,0.0,2.0,2.0,3.0,5.0,48.0,98.0,114.0,0.16,0.11,0.27,0.16,0.27,0.11,0.16,0.27,0.11,0.27,65000000.0,75000000.0,0.0,1.0,0.0,0.0
899,1811.0,1995.0,17.0,7.0,698.0,7.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,0.8,2.7,10.0,10.0,45.0,0.13,0.0,0.13,0.13,0.13,0.24,0.11,0.35,0.24,0.35,550000.0,800000.0,0.0,1.0,0.0,0.0
900,1812.0,1986.0,31.0,20.0,1780.0,19.8,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.3,1.3,2.6,3.9,23.0,132.0,32.0,0.0,0.1,0.1,0.0,0.1,0.07,0.13,0.2,0.07,0.2,2000000.0,30000000.0,0.0,0.0,1.0,0.0
901,1812.0,1986.0,31.0,20.0,1780.0,19.8,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.3,1.3,2.6,3.9,23.0,132.0,32.0,0.0,0.1,0.1,0.0,0.1,0.07,0.13,0.2,0.07,0.2,1500000.0,1500000.0,0.0,0.0,0.0,1.0
902,1814.0,1996.0,31.0,23.0,2040.0,22.7,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,1.4,1.4,0.9,2.3,33.0,144.0,40.0,0.0,0.09,0.09,0.0,0.09,0.06,0.04,0.1,0.06,0.1,4500000.0,5000000.0,0.0,0.0,1.0,0.0
905,1820.0,1989.0,24.0,18.0,1424.0,15.8,6.0,7.0,13.0,6.0,0.0,0.0,0.0,0.0,6.9,6.9,6.3,13.1,33.0,81.0,166.0,0.38,0.44,0.82,0.38,0.82,0.43,0.4,0.83,0.43,0.83,18000000.0,75000000.0,0.0,1.0,0.0,0.0
906,1822.0,1996.0,31.0,28.0,2441.0,27.1,7.0,3.0,10.0,7.0,0.0,0.0,6.0,0.0,8.9,8.9,2.7,11.6,34.0,83.0,81.0,0.26,0.11,0.37,0.26,0.37,0.33,0.1,0.43,0.33,0.43,5000000.0,5000000.0,0.0,1.0,0.0,0.0
907,1823.0,1992.0,25.0,16.0,1424.0,15.8,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,2.6,2.6,3.4,6.1,43.0,134.0,92.0,0.0,0.19,0.19,0.0,0.19,0.17,0.22,0.38,0.17,0.38,10000000.0,22000000.0,1.0,0.0,0.0,0.0
909,1827.0,2003.0,2.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,150000.0,0.0,0.0,1.0,0.0
910,1831.0,1995.0,34.0,14.0,1215.0,13.5,4.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,3.3,3.3,2.8,6.1,64.0,57.0,141.0,0.3,0.15,0.44,0.3,0.44,0.24,0.21,0.46,0.24,0.46,10000000.0,10000000.0,0.0,0.0,1.0,0.0
911,1833.0,2002.0,30.0,26.0,2075.0,23.1,0.0,2.0,2.0,0.0,0.0,0.0,9.0,0.0,1.8,1.8,1.8,3.6,70.0,91.0,100.0,0.0,0.09,0.09,0.0,0.09,0.08,0.08,0.16,0.08,0.16,22000000.0,25000000.0,0.0,1.0,0.0,0.0
916,1845.0,2004.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,500000.0,0.0,0.0,1.0,0.0
917,1848.0,1995.0,5.0,1.0,148.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,1200000.0,1500000.0,1.0,0.0,0.0,0.0
920,1858.0,1985.0,20.0,9.0,736.0,8.2,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.7,1.7,2.0,3.7,4.0,16.0,20.0,0.12,0.24,0.37,0.12,0.37,0.21,0.25,0.46,0.21,0.46,1200000.0,27000000.0,0.0,1.0,0.0,0.0
921,1860.0,1990.0,17.0,3.0,451.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,0.5,1.0,1.0,16.0,21.0,0.2,0.2,0.4,0.2,0.4,0.11,0.09,0.21,0.11,0.21,600000.0,5000000.0,0.0,1.0,0.0,0.0
922,1862.0,2000.0,17.0,12.0,919.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1,1.1,2.1,3.2,36.0,24.0,105.0,0.0,0.0,0.0,0.0,0.0,0.11,0.2,0.31,0.11,0.31,32000000.0,38000000.0,0.0,0.0,1.0,0.0
923,1865.0,1997.0,21.0,14.0,1249.0,13.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.8,1.8,2.1,3.9,21.0,68.0,50.0,0.07,0.0,0.07,0.07,0.07,0.13,0.15,0.28,0.13,0.28,15000000.0,38000000.0,1.0,0.0,0.0,0.0
924,1868.0,2000.0,17.0,7.0,781.0,8.7,4.0,0.0,4.0,3.0,1.0,1.0,5.0,0.0,4.1,3.3,0.3,3.7,9.0,6.0,39.0,0.46,0.0,0.46,0.35,0.35,0.48,0.04,0.51,0.38,0.42,3500000.0,3500000.0,1.0,0.0,0.0,0.0
925,1869.0,2000.0,10.0,5.0,404.0,4.5,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,1.3,1.3,0.5,1.8,13.0,11.0,26.0,0.67,0.22,0.89,0.67,0.89,0.29,0.11,0.4,0.29,0.4,1300000.0,1400000.0,1.0,0.0,0.0,0.0
926,1871.0,1999.0,13.0,12.0,925.0,10.3,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,0.5,3.5,10.0,21.0,46.0,0.19,0.0,0.19,0.19,0.19,0.29,0.05,0.34,0.29,0.34,3500000.0,9000000.0,1.0,0.0,0.0,0.0
927,1875.0,2000.0,10.0,6.0,542.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.2,4.0,18.0,1.0,0.17,0.0,0.17,0.17,0.17,0.02,0.01,0.03,0.02,0.03,2000000.0,2000000.0,0.0,0.0,0.0,1.0
928,1876.0,1990.0,14.0,10.0,910.0,10.1,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,2.9,2.9,0.4,3.3,1.0,18.0,51.0,0.4,0.1,0.49,0.4,0.49,0.28,0.04,0.33,0.28,0.33,2200000.0,10000000.0,1.0,0.0,0.0,0.0
929,1877.0,1990.0,14.0,10.0,706.0,7.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.7,1.7,0.2,1.9,9.0,9.0,23.0,0.13,0.0,0.13,0.13,0.13,0.22,0.02,0.24,0.22,0.24,2200000.0,10000000.0,0.0,1.0,0.0,0.0
931,1882.0,2000.0,1.0,0.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,500000.0,0.0,1.0,0.0,0.0
932,1883.0,1999.0,27.0,9.0,1036.0,11.5,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,7.4,7.4,1.2,8.7,32.0,15.0,75.0,0.35,0.09,0.43,0.35,0.43,0.65,0.11,0.76,0.65,0.76,25000000.0,25000000.0,1.0,0.0,0.0,0.0
933,1884.0,1997.0,22.0,17.0,1627.0,18.1,13.0,1.0,14.0,11.0,2.0,3.0,3.0,0.0,11.7,9.4,2.6,11.9,37.0,65.0,146.0,0.72,0.06,0.77,0.61,0.66,0.65,0.14,0.79,0.52,0.66,80000000.0,80000000.0,0.0,0.0,1.0,0.0
934,1885.0,2000.0,27.0,16.0,1612.0,17.9,3.0,4.0,7.0,3.0,0.0,0.0,3.0,0.0,2.5,2.5,2.8,5.3,19.0,71.0,45.0,0.17,0.22,0.39,0.17,0.39,0.14,0.16,0.29,0.14,0.29,8000000.0,8000000.0,0.0,0.0,0.0,1.0
935,1886.0,1998.0,16.0,10.0,899.0,10.0,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,3.0,3.0,0.5,3.5,15.0,18.0,70.0,0.4,0.0,0.4,0.4,0.4,0.3,0.05,0.35,0.3,0.35,14000000.0,18000000.0,0.0,0.0,0.0,1.0
937,1888.0,1998.0,32.0,26.0,2043.0,22.7,7.0,3.0,10.0,7.0,0.0,0.0,3.0,0.0,5.0,5.0,2.2,7.2,83.0,56.0,144.0,0.31,0.13,0.44,0.31,0.44,0.22,0.1,0.32,0.22,0.32,5000000.0,5000000.0,0.0,0.0,1.0,0.0
938,1889.0,1985.0,29.0,14.0,1487.0,16.5,1.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,2.3,1.5,2.2,3.7,32.0,36.0,133.0,0.06,0.06,0.12,0.06,0.12,0.14,0.13,0.27,0.09,0.22,250000.0,700000.0,0.0,0.0,0.0,1.0
941,1894.0,1998.0,31.0,28.0,2311.0,25.7,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.3,2.3,2.2,4.5,51.0,79.0,121.0,0.04,0.04,0.08,0.04,0.08,0.09,0.09,0.17,0.09,0.17,45000000.0,45000000.0,1.0,0.0,0.0,0.0
942,1895.0,1999.0,29.0,19.0,1695.0,18.8,9.0,3.0,12.0,9.0,0.0,0.0,1.0,1.0,12.1,12.1,5.4,17.5,61.0,29.0,181.0,0.48,0.16,0.64,0.48,0.64,0.64,0.28,0.93,0.64,0.93,70000000.0,70000000.0,0.0,1.0,0.0,0.0
945,1904.0,1998.0,13.0,6.0,584.0,6.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.2,0.5,13.0,21.0,3.0,0.15,0.0,0.15,0.15,0.15,0.05,0.03,0.08,0.05,0.08,8000000.0,8000000.0,0.0,0.0,1.0,0.0
946,1905.0,1992.0,16.0,10.0,787.0,8.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.2,0.5,0.0,36.0,3.0,0.0,0.11,0.11,0.0,0.11,0.04,0.02,0.06,0.04,0.06,900000.0,10000000.0,0.0,0.0,1.0,0.0
947,1907.0,1999.0,18.0,15.0,1119.0,12.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,1.7,2.2,40.0,22.0,81.0,0.08,0.08,0.16,0.08,0.16,0.04,0.14,0.18,0.04,0.18,2000000.0,4000000.0,0.0,0.0,1.0,0.0
948,1910.0,2004.0,31.0,18.0,1684.0,18.7,4.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,2.6,2.6,1.8,4.4,67.0,43.0,127.0,0.21,0.11,0.32,0.21,0.32,0.14,0.1,0.24,0.14,0.24,5000000.0,5000000.0,1.0,0.0,0.0,0.0
949,1917.0,1997.0,30.0,23.0,2041.0,22.7,7.0,0.0,7.0,6.0,1.0,1.0,4.0,0.0,5.1,4.4,1.1,5.4,51.0,64.0,128.0,0.31,0.0,0.31,0.26,0.26,0.23,0.05,0.27,0.19,0.24,4300000.0,11000000.0,1.0,0.0,0.0,0.0
950,1921.0,2000.0,10.0,4.0,372.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.6,6.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.09,0.06,0.15,0.09,0.15,1000000.0,2500000.0,0.0,1.0,0.0,0.0
951,1922.0,2001.0,14.0,6.0,478.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,1200000.0,1200000.0,0.0,0.0,1.0,0.0
952,1927.0,1998.0,21.0,13.0,1106.0,12.3,2.0,4.0,6.0,2.0,0.0,0.0,2.0,0.0,2.6,2.6,3.3,6.0,29.0,61.0,80.0,0.16,0.33,0.49,0.16,0.49,0.22,0.27,0.48,0.22,0.48,40000000.0,50000000.0,1.0,0.0,0.0,0.0
953,1932.0,1995.0,31.0,7.0,955.0,10.6,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.3,1.3,1.0,2.3,9.0,25.0,72.0,0.19,0.09,0.28,0.19,0.28,0.12,0.1,0.22,0.12,0.22,1500000.0,1500000.0,1.0,0.0,0.0,0.0
954,1933.0,2001.0,30.0,27.0,2282.0,25.4,1.0,2.0,3.0,1.0,0.0,0.0,9.0,0.0,2.9,2.9,2.3,5.2,24.0,63.0,43.0,0.04,0.08,0.12,0.04,0.12,0.12,0.09,0.2,0.12,0.2,42000000.0,42000000.0,0.0,0.0,0.0,1.0
955,1935.0,2000.0,19.0,8.0,694.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.1,0.5,11.0,27.0,18.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,4000000.0,5000000.0,0.0,0.0,1.0,0.0
956,1936.0,1992.0,28.0,25.0,2270.0,25.2,9.0,2.0,11.0,9.0,0.0,0.0,4.0,0.0,6.7,6.7,3.1,9.9,62.0,43.0,196.0,0.36,0.08,0.44,0.36,0.44,0.27,0.12,0.39,0.27,0.39,3500000.0,4500000.0,1.0,0.0,0.0,0.0
957,1937.0,1997.0,2.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,6000000.0,1.0,0.0,0.0,0.0
958,1938.0,1994.0,10.0,3.0,346.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.2,1.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.27,0.04,0.31,0.27,0.31,17000000.0,22000000.0,1.0,0.0,0.0,0.0
959,1939.0,1998.0,18.0,6.0,702.0,7.8,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.6,1.5,4.0,21.0,18.0,0.0,0.26,0.26,0.0,0.26,0.12,0.08,0.19,0.12,0.19,9000000.0,10000000.0,0.0,1.0,0.0,0.0
960,1943.0,1995.0,25.0,9.0,931.0,10.3,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.1,2.1,1.2,3.3,21.0,14.0,74.0,0.19,0.1,0.29,0.19,0.29,0.2,0.11,0.32,0.2,0.32,8000000.0,20000000.0,0.0,0.0,0.0,1.0
961,1944.0,2001.0,26.0,18.0,1566.0,17.4,3.0,3.0,6.0,2.0,1.0,1.0,6.0,0.0,3.2,2.4,1.0,3.4,22.0,57.0,111.0,0.17,0.17,0.34,0.11,0.29,0.19,0.06,0.24,0.14,0.2,6000000.0,6000000.0,1.0,0.0,0.0,0.0
963,1948.0,2000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,150000.0,0.0,0.0,1.0,0.0
964,1951.0,2000.0,22.0,11.0,994.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.2,0.4,6.0,24.0,23.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,2000000.0,2000000.0,0.0,1.0,0.0,0.0
965,1953.0,2002.0,16.0,13.0,1054.0,11.7,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,3.5,3.5,2.2,5.7,34.0,17.0,75.0,0.09,0.26,0.34,0.09,0.34,0.3,0.19,0.49,0.3,0.49,20000000.0,20000000.0,0.0,0.0,1.0,0.0
966,1954.0,2002.0,18.0,18.0,1548.0,17.2,6.0,5.0,11.0,6.0,0.0,0.0,3.0,1.0,5.2,5.2,3.1,8.3,64.0,39.0,151.0,0.35,0.29,0.64,0.35,0.64,0.3,0.18,0.48,0.3,0.48,20000000.0,20000000.0,0.0,0.0,1.0,0.0
968,1956.0,2000.0,3.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.61,0.61,0.61,250000.0,250000.0,1.0,0.0,0.0,0.0
969,1957.0,2000.0,7.0,1.0,121.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,0.9,6.0,5.0,8.0,0.74,0.0,0.74,0.74,0.74,0.5,0.16,0.65,0.5,0.65,15000000.0,15000000.0,0.0,0.0,0.0,1.0
970,1958.0,2000.0,15.0,13.0,1129.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.8,1.8,1.6,3.4,53.0,87.0,77.0,0.0,0.0,0.0,0.0,0.0,0.14,0.12,0.27,0.14,0.27,15000000.0,15000000.0,1.0,0.0,0.0,0.0
971,1959.0,1996.0,2.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23,8000000.0,10000000.0,0.0,0.0,1.0,0.0
972,1960.0,1996.0,17.0,11.0,911.0,10.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.5,4.6,51.0,57.0,104.0,0.1,0.1,0.2,0.1,0.2,0.2,0.25,0.45,0.2,0.45,8000000.0,10000000.0,0.0,0.0,0.0,1.0
973,1963.0,1993.0,9.0,4.0,335.0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.9,2.2,11.0,14.0,28.0,0.27,0.0,0.27,0.27,0.27,0.35,0.23,0.58,0.35,0.58,10000000.0,40000000.0,0.0,0.0,1.0,0.0
974,1964.0,1997.0,19.0,11.0,1003.0,11.1,3.0,1.0,4.0,2.0,1.0,2.0,0.0,0.0,3.8,2.2,2.1,4.3,22.0,25.0,104.0,0.27,0.09,0.36,0.18,0.27,0.34,0.19,0.53,0.2,0.39,50000000.0,70000000.0,0.0,0.0,1.0,0.0
975,1965.0,1998.0,24.0,17.0,1525.0,16.9,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.2,0.2,0.4,0.6,6.0,75.0,21.0,0.0,0.06,0.06,0.0,0.06,0.01,0.03,0.04,0.01,0.04,17000000.0,17000000.0,1.0,0.0,0.0,0.0
977,1972.0,1994.0,22.0,5.0,606.0,6.7,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.6,1.6,0.6,2.2,5.0,9.0,38.0,0.3,0.0,0.3,0.3,0.3,0.24,0.08,0.32,0.24,0.32,2500000.0,15000000.0,0.0,0.0,1.0,0.0
978,1973.0,2006.0,7.0,0.0,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,3.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.1,0.17,0.27,0.1,0.27,3500000.0,3500000.0,1.0,0.0,0.0,0.0
979,1974.0,1998.0,22.0,16.0,1384.0,15.4,3.0,2.0,5.0,1.0,2.0,2.0,2.0,0.0,2.1,0.5,1.3,1.8,8.0,90.0,26.0,0.2,0.13,0.33,0.07,0.2,0.14,0.08,0.22,0.03,0.12,15000000.0,25000000.0,1.0,0.0,0.0,0.0
981,1980.0,2002.0,11.0,0.0,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,10.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.15,0.04,0.15,15000000.0,15000000.0,1.0,0.0,0.0,0.0
983,1984.0,2003.0,9.0,0.0,144.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,800000.0,800000.0,0.0,0.0,0.0,1.0
984,1986.0,1997.0,26.0,25.0,1991.0,22.1,4.0,2.0,6.0,3.0,1.0,1.0,4.0,0.0,4.1,3.3,1.8,5.1,19.0,127.0,58.0,0.18,0.09,0.27,0.14,0.23,0.18,0.08,0.27,0.15,0.23,45000000.0,45000000.0,0.0,0.0,1.0,0.0
985,1987.0,1997.0,2.0,2.0,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,3.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.21,0.12,0.33,0.21,0.33,45000000.0,45000000.0,0.0,0.0,1.0,0.0
986,1989.0,2003.0,20.0,1.0,495.0,5.5,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.1,0.1,1.5,1.7,22.0,26.0,34.0,0.18,0.55,0.73,0.18,0.73,0.03,0.28,0.31,0.03,0.31,5000000.0,5000000.0,0.0,0.0,1.0,0.0
987,1990.0,1994.0,21.0,7.0,801.0,8.9,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.6,0.6,1.4,1.9,7.0,49.0,9.0,0.11,0.0,0.11,0.11,0.11,0.06,0.16,0.22,0.06,0.22,12000000.0,40000000.0,0.0,0.0,1.0,0.0
989,1996.0,1993.0,30.0,26.0,2272.0,25.2,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,2.2,2.2,1.3,3.6,25.0,205.0,24.0,0.12,0.0,0.12,0.12,0.12,0.09,0.05,0.14,0.09,0.14,38000000.0,50000000.0,0.0,1.0,0.0,0.0
992,2000.0,1989.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,30000000.0,0.0,1.0,0.0,0.0
993,2008.0,1987.0,23.0,8.0,771.0,8.6,3.0,3.0,6.0,2.0,1.0,1.0,0.0,0.0,2.6,1.8,3.5,5.3,21.0,66.0,76.0,0.35,0.35,0.7,0.23,0.58,0.3,0.41,0.71,0.21,0.61,2000000.0,30000000.0,0.0,0.0,1.0,0.0
