,Rk,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,market_value_in_eur,highest_market_value_in_eur,Pos_FW,Pos_FWMF,Pos_MF,Pos_MFFW
215,415.0,1991.0,30.0,3.0,762.0,8.5,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.2,2.2,29.0,74.0,44.0,0.24,0.0,0.24,0.24,0.24,0.11,0.15,0.26,0.11,0.26,2000000.0,18000000.0,0.0,0.0,0.0,1.0
216,416.0,1999.0,28.0,12.0,1334.0,14.8,3.0,1.0,4.0,3.0,0.0,0.0,8.0,1.0,1.5,1.5,1.0,2.5,37.0,94.0,34.0,0.2,0.07,0.27,0.2,0.27,0.1,0.07,0.17,0.1,0.17,4500000.0,7000000.0,0.0,0.0,1.0,0.0
218,428.0,1997.0,15.0,13.0,1076.0,12.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,5.4,4.6,0.8,5.4,13.0,14.0,50.0,0.17,0.08,0.25,0.08,0.17,0.45,0.07,0.52,0.39,0.45,25000000.0,45000000.0,0.0,0.0,0.0,1.0
219,429.0,1998.0,27.0,20.0,1722.0,19.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.7,1.7,0.4,2.1,31.0,74.0,42.0,0.05,0.0,0.05,0.05,0.05,0.09,0.02,0.11,0.09,0.11,3000000.0,6000000.0,0.0,0.0,0.0,1.0
221,430.0,1997.0,13.0,6.0,533.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.4,0.9,12.0,23.0,12.0,0.0,0.0,0.0,0.0,0.0,0.09,0.06,0.15,0.09,0.15,28000000.0,28000000.0,1.0,0.0,0.0,0.0
223,431.0,2000.0,26.0,23.0,2015.0,22.4,0.0,3.0,3.0,0.0,0.0,0.0,6.0,1.0,0.9,0.9,1.9,2.8,26.0,116.0,17.0,0.0,0.13,0.13,0.0,0.13,0.04,0.09,0.13,0.04,0.13,28000000.0,28000000.0,0.0,0.0,0.0,1.0
224,432.0,2001.0,3.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19,0.83,1.01,0.19,1.01,100000.0,100000.0,0.0,0.0,1.0,0.0
225,432.0,2001.0,3.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19,0.83,1.01,0.19,1.01,2000000.0,2000000.0,0.0,0.0,1.0,0.0
226,435.0,2000.0,24.0,8.0,948.0,10.5,6.0,1.0,7.0,6.0,0.0,0.0,2.0,0.0,3.0,3.0,0.5,3.5,48.0,37.0,77.0,0.57,0.09,0.66,0.57,0.66,0.28,0.05,0.33,0.28,0.33,3000000.0,3000000.0,1.0,0.0,0.0,0.0
227,437.0,2003.0,7.0,0.0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,2.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.22,0.17,0.39,0.22,0.39,150000.0,150000.0,0.0,0.0,1.0,0.0
228,438.0,2001.0,33.0,26.0,2240.0,24.9,6.0,5.0,11.0,6.0,0.0,0.0,1.0,0.0,7.0,7.0,2.3,9.3,36.0,37.0,115.0,0.24,0.2,0.44,0.24,0.44,0.28,0.09,0.37,0.28,0.37,10000000.0,10000000.0,0.0,1.0,0.0,0.0
229,439.0,2002.0,5.0,0.0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,500000.0,500000.0,0.0,0.0,1.0,0.0
230,440.0,1994.0,24.0,17.0,1630.0,18.1,2.0,1.0,3.0,1.0,1.0,1.0,7.0,0.0,1.3,0.5,0.7,1.2,23.0,75.0,9.0,0.11,0.06,0.17,0.06,0.11,0.07,0.04,0.11,0.03,0.06,14000000.0,40000000.0,0.0,0.0,1.0,0.0
231,442.0,2002.0,20.0,1.0,256.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.4,0.8,15.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.28,0.14,0.28,5000000.0,5000000.0,0.0,0.0,1.0,0.0
233,450.0,1988.0,24.0,19.0,1699.0,18.9,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,2.5,2.5,0.9,3.4,40.0,84.0,58.0,0.16,0.0,0.16,0.16,0.16,0.13,0.05,0.18,0.13,0.18,3000000.0,13000000.0,0.0,1.0,0.0,0.0
234,451.0,1993.0,33.0,28.0,2180.0,24.2,5.0,2.0,7.0,4.0,1.0,1.0,6.0,0.0,4.9,4.1,2.0,6.1,93.0,75.0,170.0,0.21,0.08,0.29,0.17,0.25,0.2,0.08,0.28,0.17,0.25,9000000.0,10000000.0,1.0,0.0,0.0,0.0
235,452.0,1987.0,15.0,13.0,1094.0,12.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.9,1.9,0.5,2.4,6.0,11.0,76.0,0.08,0.0,0.08,0.08,0.08,0.15,0.04,0.19,0.15,0.19,1500000.0,7500000.0,0.0,0.0,1.0,0.0
236,453.0,1987.0,19.0,18.0,1532.0,17.0,3.0,4.0,7.0,2.0,1.0,1.0,1.0,0.0,5.4,4.6,1.5,6.1,16.0,19.0,113.0,0.18,0.23,0.41,0.12,0.35,0.32,0.09,0.4,0.27,0.36,1500000.0,7500000.0,1.0,0.0,0.0,0.0
237,454.0,2000.0,32.0,28.0,2429.0,27.0,2.0,7.0,9.0,2.0,0.0,0.0,2.0,0.0,2.2,2.2,4.6,6.8,37.0,155.0,113.0,0.07,0.26,0.33,0.07,0.33,0.08,0.17,0.25,0.08,0.25,25000000.0,25000000.0,0.0,0.0,1.0,0.0
238,459.0,1997.0,10.0,1.0,233.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,3.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.08,0.12,0.2,0.08,0.2,2500000.0,8000000.0,0.0,0.0,0.0,1.0
239,460.0,1997.0,8.0,0.0,266.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.7,1.7,0.1,1.8,9.0,3.0,13.0,0.34,0.0,0.34,0.34,0.34,0.58,0.03,0.61,0.58,0.61,2500000.0,8000000.0,0.0,0.0,0.0,1.0
240,465.0,1996.0,1.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,2500000.0,3500000.0,1.0,0.0,0.0,0.0
241,466.0,1996.0,10.0,0.0,159.0,1.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.5,2.0,4.0,10.0,0.57,0.57,1.13,0.57,1.13,0.13,0.13,0.26,0.13,0.26,2500000.0,3500000.0,1.0,0.0,0.0,0.0
243,474.0,1992.0,29.0,27.0,2169.0,24.1,3.0,1.0,4.0,3.0,0.0,0.0,6.0,1.0,2.6,2.6,1.5,4.1,42.0,186.0,51.0,0.12,0.04,0.17,0.12,0.17,0.11,0.06,0.17,0.11,0.17,16000000.0,30000000.0,0.0,1.0,0.0,0.0
244,477.0,1992.0,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000000.0,80000000.0,1.0,0.0,0.0,0.0
245,481.0,1989.0,23.0,13.0,1223.0,13.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,1.6,2.1,12.0,102.0,9.0,0.0,0.07,0.07,0.0,0.07,0.04,0.12,0.15,0.04,0.15,700000.0,1000000.0,0.0,0.0,1.0,0.0
246,485.0,1995.0,24.0,17.0,1337.0,14.9,4.0,0.0,4.0,4.0,0.0,0.0,7.0,0.0,2.9,2.9,3.0,5.9,52.0,75.0,115.0,0.27,0.0,0.27,0.27,0.27,0.19,0.2,0.4,0.19,0.4,8000000.0,18000000.0,1.0,0.0,0.0,0.0
247,487.0,1997.0,13.0,5.0,539.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,0.5,1.3,9.0,11.0,13.0,0.17,0.0,0.17,0.17,0.17,0.14,0.08,0.22,0.14,0.22,10000000.0,25000000.0,0.0,0.0,1.0,0.0
248,488.0,1994.0,28.0,26.0,1903.0,21.1,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,1.1,1.3,8.0,82.0,14.0,0.0,0.05,0.05,0.0,0.05,0.01,0.05,0.06,0.01,0.06,7000000.0,7000000.0,0.0,0.0,0.0,1.0
249,490.0,2002.0,21.0,11.0,1075.0,11.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,0.7,2.1,45.0,29.0,104.0,0.08,0.08,0.17,0.08,0.17,0.12,0.06,0.18,0.12,0.18,2500000.0,2500000.0,0.0,0.0,1.0,0.0
250,492.0,1987.0,22.0,19.0,1368.0,15.2,5.0,2.0,7.0,3.0,2.0,3.0,5.0,0.0,5.8,3.4,1.7,5.1,8.0,18.0,51.0,0.33,0.13,0.46,0.2,0.33,0.38,0.11,0.49,0.22,0.34,4000000.0,60000000.0,0.0,0.0,1.0,0.0
251,493.0,1996.0,25.0,15.0,1265.0,14.1,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,1.8,2.5,49.0,172.0,44.0,0.0,0.21,0.21,0.0,0.21,0.05,0.13,0.18,0.05,0.18,12000000.0,45000000.0,0.0,0.0,1.0,0.0
252,496.0,1994.0,31.0,19.0,1649.0,18.3,6.0,0.0,6.0,5.0,1.0,1.0,2.0,0.0,5.0,4.2,0.7,5.0,18.0,16.0,105.0,0.33,0.0,0.33,0.27,0.27,0.27,0.04,0.31,0.23,0.27,3000000.0,3000000.0,0.0,0.0,1.0,0.0
254,502.0,1994.0,32.0,19.0,1719.0,19.1,0.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,2.1,2.1,2.6,4.8,38.0,60.0,101.0,0.0,0.21,0.21,0.0,0.21,0.11,0.14,0.25,0.11,0.25,3000000.0,18000000.0,1.0,0.0,0.0,0.0
256,506.0,1998.0,6.0,3.0,321.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,250000.0,300000.0,0.0,0.0,1.0,0.0
258,509.0,1994.0,4.0,1.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.71,0.71,0.71,2500000.0,7000000.0,0.0,0.0,1.0,0.0
259,513.0,1988.0,6.0,3.0,254.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.2,0.7,2.0,11.0,18.0,0.35,0.0,0.35,0.35,0.35,0.21,0.05,0.26,0.21,0.26,800000.0,2500000.0,0.0,0.0,1.0,0.0
260,515.0,1991.0,30.0,21.0,2066.0,23.0,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,1.4,1.4,2.2,3.6,15.0,83.0,42.0,0.13,0.09,0.22,0.13,0.22,0.06,0.1,0.15,0.06,0.15,1800000.0,5000000.0,0.0,1.0,0.0,0.0
261,516.0,1998.0,13.0,0.0,203.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,8.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,1000000.0,1000000.0,1.0,0.0,0.0,0.0
264,519.0,2003.0,30.0,17.0,1541.0,17.1,3.0,5.0,8.0,3.0,0.0,0.0,3.0,0.0,3.7,3.7,5.8,9.6,111.0,121.0,222.0,0.18,0.29,0.47,0.18,0.47,0.22,0.34,0.56,0.22,0.56,27000000.0,27000000.0,0.0,0.0,1.0,0.0
265,526.0,1997.0,24.0,23.0,1891.0,21.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,1.6,2.4,15.0,164.0,22.0,0.0,0.05,0.05,0.0,0.05,0.04,0.08,0.11,0.04,0.11,6000000.0,7000000.0,1.0,0.0,0.0,0.0
266,527.0,2001.0,31.0,22.0,2101.0,23.3,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,2.6,2.9,7.0,84.0,25.0,0.0,0.17,0.17,0.0,0.17,0.01,0.11,0.12,0.01,0.12,9000000.0,10000000.0,0.0,1.0,0.0,0.0
267,530.0,1995.0,29.0,19.0,1646.0,18.3,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.3,2.3,2.2,4.6,36.0,62.0,63.0,0.05,0.05,0.11,0.05,0.11,0.13,0.12,0.25,0.13,0.25,9000000.0,9000000.0,1.0,0.0,0.0,0.0
268,531.0,2003.0,11.0,1.0,232.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,13.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.11,0.04,0.16,0.11,0.16,15000000.0,15000000.0,0.0,1.0,0.0,0.0
269,532.0,1999.0,32.0,23.0,2067.0,23.0,6.0,5.0,11.0,6.0,0.0,0.0,1.0,0.0,6.4,6.4,3.9,10.3,121.0,69.0,235.0,0.26,0.22,0.48,0.26,0.48,0.28,0.17,0.45,0.28,0.45,20000000.0,30000000.0,0.0,0.0,1.0,0.0
270,533.0,2000.0,1.0,0.0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,3000000.0,0.0,0.0,1.0,0.0
273,543.0,1998.0,2.0,1.0,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12,0.07,0.18,0.12,0.18,5000000.0,12000000.0,0.0,0.0,1.0,0.0
274,544.0,1998.0,17.0,4.0,526.0,5.8,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,1.1,1.1,0.8,1.9,10.0,24.0,40.0,0.51,0.34,0.86,0.51,0.86,0.19,0.13,0.32,0.19,0.32,5000000.0,12000000.0,0.0,1.0,0.0,0.0
275,551.0,1989.0,11.0,4.0,497.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,5.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,800000.0,7500000.0,1.0,0.0,0.0,0.0
276,554.0,1999.0,14.0,8.0,677.0,7.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.4,2.0,21.0,28.0,42.0,0.13,0.13,0.27,0.13,0.27,0.07,0.19,0.26,0.07,0.26,4000000.0,5000000.0,1.0,0.0,0.0,0.0
278,558.0,2002.0,30.0,16.0,1408.0,15.6,4.0,2.0,6.0,4.0,0.0,1.0,4.0,0.0,5.3,4.6,1.4,6.0,13.0,21.0,113.0,0.26,0.13,0.38,0.26,0.38,0.34,0.09,0.43,0.29,0.38,5000000.0,5000000.0,0.0,0.0,1.0,0.0
279,559.0,1999.0,25.0,9.0,866.0,9.6,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.8,1.8,1.7,3.5,27.0,49.0,60.0,0.31,0.1,0.42,0.31,0.42,0.19,0.17,0.36,0.19,0.36,2500000.0,2500000.0,0.0,1.0,0.0,0.0
280,561.0,1996.0,21.0,13.0,1200.0,13.3,7.0,5.0,12.0,7.0,0.0,0.0,2.0,1.0,4.0,4.0,4.8,8.8,86.0,59.0,258.0,0.52,0.37,0.9,0.52,0.9,0.3,0.36,0.66,0.3,0.66,65000000.0,65000000.0,0.0,1.0,0.0,0.0
281,563.0,1996.0,30.0,24.0,2050.0,22.8,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,2.2,2.2,1.6,3.9,26.0,128.0,51.0,0.09,0.04,0.13,0.09,0.13,0.1,0.07,0.17,0.1,0.17,5000000.0,5000000.0,0.0,1.0,0.0,0.0
282,567.0,1997.0,26.0,17.0,1620.0,18.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,2.5,2.7,9.0,58.0,9.0,0.0,0.11,0.11,0.0,0.11,0.01,0.14,0.15,0.01,0.15,10000000.0,20000000.0,0.0,0.0,1.0,0.0
283,572.0,1991.0,16.0,9.0,748.0,8.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,11.0,29.0,27.0,0.12,0.0,0.12,0.12,0.12,0.12,0.12,0.24,0.12,0.24,5000000.0,24000000.0,0.0,0.0,1.0,0.0
284,574.0,1996.0,12.0,1.0,167.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.1,1.2,9.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.61,0.04,0.65,0.61,0.65,15000000.0,18000000.0,0.0,1.0,0.0,0.0
286,576.0,1995.0,30.0,11.0,1191.0,13.2,6.0,1.0,7.0,6.0,0.0,0.0,2.0,1.0,5.6,5.6,3.3,8.9,37.0,52.0,124.0,0.45,0.08,0.53,0.45,0.53,0.42,0.25,0.67,0.42,0.67,35000000.0,45000000.0,0.0,0.0,0.0,1.0
287,577.0,1994.0,24.0,10.0,832.0,9.2,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,3.2,3.2,1.2,4.4,18.0,25.0,58.0,0.32,0.11,0.43,0.32,0.43,0.35,0.13,0.48,0.35,0.48,14000000.0,38000000.0,0.0,0.0,0.0,1.0
288,579.0,2001.0,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900000.0,1000000.0,1.0,0.0,0.0,0.0
290,582.0,1988.0,21.0,15.0,1143.0,12.7,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,3.2,3.2,0.7,3.9,18.0,13.0,56.0,0.08,0.0,0.08,0.08,0.08,0.25,0.06,0.3,0.25,0.3,3500000.0,60000000.0,0.0,1.0,0.0,0.0
293,593.0,1986.0,23.0,19.0,1696.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.0,1.1,20.0,104.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.06,250000.0,5000000.0,0.0,0.0,1.0,0.0
294,594.0,1992.0,20.0,7.0,788.0,8.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.4,1.4,0.5,1.8,18.0,48.0,68.0,0.11,0.0,0.11,0.11,0.11,0.16,0.05,0.21,0.16,0.21,14000000.0,150000000.0,0.0,0.0,0.0,1.0
295,596.0,2000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,0.0,1.0,0.0,0.0
297,604.0,2000.0,5.0,1.0,174.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,7.0,1.0,14.0,0.52,0.0,0.52,0.52,0.52,0.23,0.07,0.3,0.23,0.3,2500000.0,2500000.0,0.0,1.0,0.0,0.0
298,604.0,2000.0,5.0,1.0,174.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,7.0,1.0,14.0,0.52,0.0,0.52,0.52,0.52,0.23,0.07,0.3,0.23,0.3,2000000.0,2000000.0,0.0,0.0,1.0,0.0
300,610.0,1999.0,15.0,11.0,902.0,10.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.5,2.5,14.0,13.0,40.0,0.2,0.0,0.2,0.2,0.2,0.2,0.05,0.25,0.2,0.25,30000000.0,32000000.0,0.0,0.0,0.0,1.0
301,611.0,1999.0,11.0,2.0,377.0,4.2,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.4,1.4,0.8,2.2,6.0,7.0,19.0,0.0,0.48,0.48,0.0,0.48,0.34,0.2,0.53,0.34,0.53,30000000.0,32000000.0,0.0,0.0,1.0,0.0
303,615.0,2004.0,5.0,5.0,316.0,3.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.8,1.1,11.0,9.0,29.0,0.0,0.28,0.28,0.0,0.28,0.08,0.23,0.31,0.08,0.31,2500000.0,2500000.0,0.0,0.0,1.0,0.0
305,620.0,1996.0,9.0,4.0,337.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.5,0.9,5.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.24,0.12,0.24,12000000.0,18000000.0,0.0,0.0,0.0,1.0
306,621.0,1998.0,28.0,13.0,1129.0,12.5,4.0,4.0,8.0,4.0,0.0,0.0,2.0,0.0,3.5,3.5,2.8,6.3,18.0,17.0,76.0,0.32,0.32,0.64,0.32,0.64,0.28,0.22,0.5,0.28,0.5,20000000.0,22000000.0,0.0,0.0,1.0,0.0
307,624.0,2004.0,6.0,1.0,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,2.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.06,0.09,0.15,0.06,0.15,1000000.0,1000000.0,0.0,0.0,1.0,0.0
308,625.0,2000.0,23.0,7.0,798.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.5,1.5,1.0,2.5,7.0,33.0,37.0,0.0,0.0,0.0,0.0,0.0,0.17,0.11,0.28,0.17,0.28,15000000.0,20000000.0,0.0,1.0,0.0,0.0
310,628.0,2001.0,11.0,10.0,815.0,9.1,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,1.4,1.4,0.6,2.0,11.0,33.0,19.0,0.33,0.22,0.55,0.33,0.55,0.16,0.07,0.22,0.16,0.22,250000.0,1200000.0,0.0,1.0,0.0,0.0
311,628.0,2001.0,11.0,10.0,815.0,9.1,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,1.4,1.4,0.6,2.0,11.0,33.0,19.0,0.33,0.22,0.55,0.33,0.55,0.16,0.07,0.22,0.16,0.22,400000.0,1500000.0,1.0,0.0,0.0,0.0
313,628.0,2001.0,11.0,10.0,815.0,9.1,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,1.4,1.4,0.6,2.0,11.0,33.0,19.0,0.33,0.22,0.55,0.33,0.55,0.16,0.07,0.22,0.16,0.22,25000000.0,25000000.0,0.0,1.0,0.0,0.0
314,628.0,2001.0,11.0,10.0,815.0,9.1,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,1.4,1.4,0.6,2.0,11.0,33.0,19.0,0.33,0.22,0.55,0.33,0.55,0.16,0.07,0.22,0.16,0.22,12000000.0,25000000.0,0.0,0.0,1.0,0.0
315,628.0,2001.0,11.0,10.0,815.0,9.1,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,1.4,1.4,0.6,2.0,11.0,33.0,19.0,0.33,0.22,0.55,0.33,0.55,0.16,0.07,0.22,0.16,0.22,5000000.0,5000000.0,0.0,0.0,0.0,1.0
316,631.0,1997.0,10.0,6.0,479.0,5.3,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.7,1.9,0.4,2.3,12.0,2.0,35.0,0.38,0.0,0.38,0.19,0.19,0.5,0.07,0.58,0.36,0.43,27000000.0,50000000.0,0.0,1.0,0.0,0.0
317,632.0,2004.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0,1.0,0.0
318,636.0,1993.0,33.0,33.0,2900.0,32.2,5.0,2.0,7.0,5.0,0.0,0.0,3.0,0.0,2.7,2.7,6.4,9.2,98.0,203.0,67.0,0.16,0.06,0.22,0.16,0.22,0.08,0.2,0.28,0.08,0.28,16000000.0,16000000.0,0.0,1.0,0.0,0.0
320,640.0,1998.0,33.0,14.0,1352.0,15.0,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,1.5,1.5,1.5,3.0,55.0,60.0,66.0,0.27,0.13,0.4,0.27,0.4,0.1,0.1,0.2,0.1,0.2,9000000.0,10000000.0,0.0,0.0,0.0,1.0
321,644.0,1998.0,19.0,4.0,538.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.2,1.2,0.2,1.3,2.0,30.0,13.0,0.0,0.0,0.0,0.0,0.0,0.19,0.03,0.22,0.19,0.22,12000000.0,18000000.0,0.0,0.0,0.0,1.0
322,649.0,2001.0,29.0,9.0,1049.0,11.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.7,1.7,1.9,3.6,43.0,55.0,59.0,0.0,0.09,0.09,0.0,0.09,0.15,0.16,0.31,0.15,0.31,27000000.0,30000000.0,0.0,0.0,1.0,0.0
323,650.0,1998.0,2.0,0.0,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,3000000.0,0.0,0.0,0.0,1.0
325,656.0,1991.0,23.0,12.0,1038.0,11.5,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.9,2.9,0.5,3.4,10.0,10.0,68.0,0.17,0.09,0.26,0.17,0.26,0.25,0.04,0.29,0.25,0.29,2000000.0,12000000.0,0.0,0.0,1.0,0.0
327,658.0,1991.0,27.0,24.0,1696.0,18.8,4.0,1.0,5.0,4.0,0.0,0.0,5.0,0.0,2.6,2.6,1.6,4.3,33.0,94.0,81.0,0.21,0.05,0.27,0.21,0.27,0.14,0.09,0.23,0.14,0.23,1800000.0,4000000.0,0.0,0.0,1.0,0.0
329,662.0,1991.0,8.0,2.0,309.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,0.2,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,3000000.0,27000000.0,0.0,0.0,1.0,0.0
