Rk,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,highest_market_value_in_eur,Pos_FW,Pos_FWMF,Pos_MF,Pos_MFFW,market_value_in_eur
1082.0,2000.0,24.0,19.0,1624.0,18.0,1.0,4.0,5.0,0.0,1.0,1.0,5.0,0.0,1.1,0.3,1.6,1.9,0.07692307692307693,0.3447098976109215,0.06493506493506494,0.06,0.22,0.28,0.0,0.22,0.06,0.09,0.15,0.02,0.11,25000000.0,0.0,1.0,0.0,0.0,22000000.0
1083.0,1997.0,28.0,28.0,2366.0,26.3,3.0,5.0,8.0,3.0,0.0,0.0,4.0,0.0,2.0,2.0,3.8,5.8,0.22377622377622378,0.6279863481228669,0.1168831168831169,0.11,0.19,0.3,0.11,0.3,0.08,0.14,0.22,0.08,0.22,60000000.0,0.0,0.0,1.0,0.0,60000000.0
1086.0,1999.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,1.0,0.0,0.0,1500000.0
1095.0,1996.0,26.0,15.0,1218.0,13.5,6.0,1.0,7.0,6.0,0.0,0.0,2.0,0.0,5.3,5.3,0.7,6.0,0.06993006993006994,0.09215017064846416,0.24675324675324678,0.44,0.07,0.52,0.44,0.52,0.39,0.05,0.44,0.39,0.44,2000000.0,0.0,0.0,1.0,0.0,2000000.0
1097.0,1996.0,24.0,12.0,1066.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6,1.6,0.1,1.6,0.027972027972027972,0.09897610921501707,0.05194805194805195,0.0,0.0,0.0,0.0,0.0,0.14,0.01,0.14,0.14,0.14,5000000.0,1.0,0.0,0.0,0.0,3000000.0
1105.0,1996.0,21.0,11.0,1052.0,11.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,0.6,1.8,0.06293706293706294,0.10921501706484642,0.07467532467532469,0.09,0.0,0.09,0.09,0.09,0.1,0.05,0.15,0.1,0.15,3500000.0,0.0,0.0,1.0,0.0,2500000.0
1106.0,1994.0,29.0,27.0,1987.0,22.1,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,3.3,3.3,1.6,4.8,0.13286713286713286,0.2286689419795222,0.23701298701298704,0.23,0.05,0.27,0.23,0.27,0.15,0.07,0.22,0.15,0.22,10000000.0,0.0,0.0,1.0,0.0,7000000.0
1108.0,1995.0,25.0,9.0,1055.0,11.7,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,2.4,2.4,1.0,3.5,0.13286713286713286,0.10238907849829351,0.2564935064935065,0.17,0.09,0.26,0.17,0.26,0.21,0.09,0.29,0.21,0.29,12000000.0,0.0,1.0,0.0,0.0,4000000.0
1111.0,1990.0,7.0,4.0,391.0,4.3,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,0.02097902097902098,0.027303754266211604,0.03246753246753247,0.46,0.0,0.46,0.46,0.46,0.09,0.01,0.1,0.09,0.1,8000000.0,0.0,0.0,1.0,0.0,2000000.0
1112.0,1998.0,28.0,12.0,1247.0,13.9,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,2.7,2.7,1.4,4.1,0.06293706293706294,0.23890784982935154,0.022727272727272728,0.14,0.07,0.22,0.14,0.22,0.19,0.1,0.3,0.19,0.3,24000000.0,0.0,0.0,1.0,0.0,17000000.0
1116.0,1994.0,16.0,12.0,967.0,10.7,5.0,3.0,8.0,5.0,0.0,0.0,1.0,0.0,5.1,5.1,2.2,7.3,0.03496503496503497,0.05802047781569966,0.16883116883116883,0.47,0.28,0.74,0.47,0.74,0.47,0.21,0.68,0.47,0.68,45000000.0,1.0,0.0,0.0,0.0,30000000.0
1121.0,2000.0,5.0,0.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.0034129692832764505,0.00974025974025974,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,1500000.0,0.0,0.0,1.0,0.0,1500000.0
1124.0,1991.0,10.0,9.0,744.0,8.3,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.7,1.0,0.11188811188811189,0.10238907849829351,0.09090909090909091,0.0,0.24,0.24,0.0,0.24,0.03,0.08,0.12,0.03,0.12,4500000.0,0.0,0.0,0.0,1.0,2000000.0
1125.0,1991.0,11.0,6.0,498.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.5,0.04195804195804196,0.05802047781569966,0.05844155844155845,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.09,0.05,0.09,4500000.0,0.0,1.0,0.0,0.0,2000000.0
1126.0,1997.0,10.0,6.0,515.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.5,2.0,0.13286713286713286,0.12969283276450513,0.17532467532467533,0.0,0.0,0.0,0.0,0.0,0.09,0.25,0.34,0.09,0.34,30000000.0,0.0,0.0,0.0,1.0,14000000.0
1128.0,1996.0,33.0,31.0,2497.0,27.7,4.0,7.0,11.0,4.0,0.0,0.0,2.0,0.0,4.5,4.5,4.9,9.4,0.6433566433566433,0.30716723549488056,0.7727272727272728,0.14,0.25,0.4,0.14,0.4,0.16,0.18,0.34,0.16,0.34,28000000.0,1.0,0.0,0.0,0.0,22000000.0
1129.0,1998.0,21.0,4.0,512.0,5.7,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.4,1.4,0.3,1.7,0.1048951048951049,0.09897610921501707,0.08766233766233766,0.35,0.0,0.35,0.35,0.35,0.25,0.05,0.31,0.25,0.31,3500000.0,0.0,0.0,1.0,0.0,3000000.0
1133.0,1999.0,31.0,27.0,2346.0,26.1,7.0,1.0,8.0,6.0,1.0,1.0,4.0,0.0,11.0,10.2,3.4,13.6,0.3776223776223776,0.25597269624573377,0.6428571428571429,0.27,0.04,0.31,0.23,0.27,0.42,0.13,0.55,0.39,0.52,90000000.0,0.0,1.0,0.0,0.0,60000000.0
1134.0,1991.0,5.0,1.0,136.0,1.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.5,0.7,0.04195804195804196,0.013651877133105802,0.05844155844155845,0.0,0.66,0.66,0.0,0.66,0.64,0.33,0.97,0.12,0.45,150000000.0,1.0,0.0,0.0,0.0,5000000.0
1140.0,1996.0,31.0,19.0,1591.0,17.7,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.5,3.5,2.8,6.3,0.3776223776223776,0.21160409556313994,0.3798701298701299,0.11,0.0,0.11,0.11,0.11,0.2,0.16,0.35,0.2,0.35,3000000.0,0.0,0.0,1.0,0.0,2500000.0
1143.0,1990.0,32.0,21.0,1896.0,21.1,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.3,1.3,2.9,4.2,0.20279720279720279,0.5972696245733788,0.2532467532467533,0.0,0.09,0.09,0.0,0.09,0.06,0.14,0.2,0.06,0.2,35000000.0,0.0,0.0,1.0,0.0,10000000.0
1144.0,1996.0,21.0,10.0,881.0,9.8,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.4,0.4,1.2,1.6,0.06293706293706294,0.10921501706484642,0.09740259740259741,0.0,0.1,0.1,0.0,0.1,0.04,0.13,0.16,0.04,0.16,3000000.0,0.0,0.0,1.0,0.0,3000000.0
1149.0,2001.0,30.0,19.0,1679.0,18.7,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,3.2,3.2,2.9,6.2,0.3776223776223776,0.07508532423208192,0.3961038961038961,0.05,0.16,0.21,0.05,0.21,0.17,0.16,0.33,0.17,0.33,300000.0,0.0,0.0,0.0,1.0,300000.0
1149.0,2001.0,30.0,19.0,1679.0,18.7,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,3.2,3.2,2.9,6.2,0.3776223776223776,0.07508532423208192,0.3961038961038961,0.05,0.16,0.21,0.05,0.21,0.17,0.16,0.33,0.17,0.33,15000000.0,1.0,0.0,0.0,0.0,15000000.0
1150.0,1997.0,26.0,17.0,1652.0,18.4,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,1.9,1.9,1.5,3.4,0.23776223776223776,0.35494880546075086,0.19155844155844157,0.11,0.05,0.16,0.11,0.16,0.1,0.08,0.18,0.1,0.18,22000000.0,1.0,0.0,0.0,0.0,8500000.0
1152.0,1994.0,16.0,13.0,1030.0,11.4,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.7,1.7,1.1,2.8,0.02097902097902098,0.06143344709897611,0.18831168831168832,0.17,0.0,0.17,0.17,0.17,0.15,0.09,0.24,0.15,0.24,5000000.0,0.0,0.0,0.0,1.0,4000000.0
1161.0,1989.0,14.0,7.0,560.0,6.2,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.5,0.5,0.8,1.3,0.04895104895104895,0.10580204778156997,0.04220779220779221,0.0,0.16,0.16,0.0,0.16,0.09,0.13,0.21,0.09,0.21,30000000.0,1.0,0.0,0.0,0.0,3000000.0
1163.0,1998.0,16.0,10.0,776.0,8.6,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,2.1,2.1,0.9,3.0,0.1048951048951049,0.13310580204778158,0.15259740259740262,0.23,0.23,0.46,0.23,0.46,0.25,0.1,0.35,0.24,0.34,18000000.0,0.0,1.0,0.0,0.0,9000000.0
1164.0,1991.0,19.0,0.0,153.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.4,0.8,0.04195804195804196,0.020477815699658702,0.03896103896103896,0.59,0.0,0.59,0.59,0.59,0.21,0.25,0.45,0.21,0.45,12000000.0,0.0,1.0,0.0,0.0,2000000.0
1170.0,1999.0,33.0,33.0,2845.0,31.6,0.0,4.0,4.0,0.0,0.0,0.0,8.0,1.0,0.6,0.6,2.0,2.6,0.06293706293706294,0.5255972696245734,0.048701298701298704,0.0,0.13,0.13,0.0,0.13,0.02,0.06,0.08,0.02,0.08,12000000.0,0.0,0.0,1.0,0.0,12000000.0
1173.0,1990.0,30.0,30.0,2637.0,29.3,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.7,1.7,0.9,2.6,0.07692307692307693,0.34812286689419797,0.029220779220779224,0.0,0.03,0.03,0.0,0.03,0.06,0.03,0.09,0.06,0.09,4500000.0,0.0,0.0,0.0,1.0,2500000.0
1175.0,1993.0,31.0,28.0,2371.0,26.3,8.0,1.0,9.0,8.0,0.0,0.0,3.0,0.0,8.0,8.0,2.5,10.5,0.04895104895104895,0.20136518771331058,0.33766233766233766,0.3,0.04,0.34,0.3,0.34,0.3,0.09,0.4,0.3,0.4,2500000.0,0.0,0.0,1.0,0.0,2500000.0
1177.0,1994.0,23.0,13.0,1234.0,13.7,5.0,2.0,7.0,5.0,0.0,0.0,1.0,0.0,2.9,2.9,1.6,4.5,0.0979020979020979,0.09215017064846416,0.24025974025974028,0.36,0.15,0.51,0.36,0.51,0.21,0.12,0.33,0.21,0.33,6500000.0,0.0,0.0,1.0,0.0,5000000.0
1181.0,1995.0,21.0,8.0,909.0,10.1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.3,2.3,0.8,3.1,0.2517482517482518,0.027303754266211604,0.262987012987013,0.1,0.1,0.2,0.1,0.2,0.23,0.08,0.3,0.23,0.3,4500000.0,0.0,0.0,1.0,0.0,3500000.0
1182.0,1998.0,9.0,6.0,523.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.3,0.5,0.04195804195804196,0.08191126279863481,0.03246753246753247,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,5000000.0,0.0,0.0,1.0,0.0,3500000.0
1184.0,1996.0,30.0,27.0,2338.0,26.0,5.0,5.0,10.0,5.0,0.0,0.0,1.0,0.0,4.6,4.6,8.5,13.1,0.6363636363636364,0.22184300341296928,0.7662337662337663,0.19,0.19,0.38,0.19,0.38,0.18,0.33,0.5,0.18,0.5,10000000.0,0.0,1.0,0.0,0.0,9000000.0
1187.0,2005.0,1.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003246753246753247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,1.0,0.0,0.0,3000000.0
1190.0,1996.0,6.0,3.0,226.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.9,0.04895104895104895,0.027303754266211604,0.03896103896103896,0.0,0.0,0.0,0.0,0.0,0.13,0.24,0.37,0.13,0.37,3000000.0,0.0,0.0,1.0,0.0,1800000.0
1192.0,2000.0,14.0,7.0,605.0,6.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.8,0.9,0.2097902097902098,0.10580204778156997,0.14285714285714288,0.0,0.15,0.15,0.0,0.15,0.03,0.11,0.14,0.03,0.14,35000000.0,0.0,0.0,1.0,0.0,17000000.0
1193.0,1995.0,24.0,4.0,587.0,6.5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.9,1.1,0.06293706293706294,0.07508532423208192,0.05194805194805195,0.0,0.15,0.15,0.0,0.15,0.03,0.13,0.16,0.03,0.16,18000000.0,0.0,0.0,1.0,0.0,5000000.0
1195.0,1994.0,30.0,26.0,2096.0,23.3,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,6.2,6.2,2.2,8.4,0.23776223776223776,0.20136518771331058,0.4415584415584416,0.17,0.04,0.21,0.17,0.21,0.27,0.09,0.36,0.27,0.36,6000000.0,0.0,0.0,0.0,1.0,2800000.0
1196.0,2001.0,22.0,7.0,749.0,8.3,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,2.4,2.4,0.3,2.7,0.06993006993006994,0.10921501706484642,0.14285714285714288,0.48,0.12,0.6,0.48,0.6,0.29,0.04,0.33,0.29,0.33,5000000.0,1.0,0.0,0.0,0.0,5000000.0
1197.0,2003.0,1.0,0.0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.0,0.003246753246753247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,1.0,0.0,0.0,1000000.0
1200.0,2003.0,28.0,17.0,1531.0,17.0,7.0,2.0,9.0,7.0,0.0,0.0,1.0,0.0,7.7,7.7,2.3,9.9,0.22377622377622378,0.11945392491467577,0.6038961038961039,0.41,0.12,0.53,0.41,0.53,0.45,0.13,0.59,0.45,0.59,35000000.0,0.0,1.0,0.0,0.0,35000000.0
1202.0,1998.0,20.0,11.0,926.0,10.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.8,1.9,0.09090909090909091,0.18430034129692832,0.11363636363636365,0.0,0.1,0.1,0.0,0.1,0.11,0.07,0.19,0.11,0.19,1000000.0,0.0,0.0,0.0,1.0,1000000.0
1210.0,1996.0,26.0,9.0,1006.0,11.2,5.0,4.0,9.0,4.0,1.0,1.0,0.0,0.0,7.0,6.2,3.5,9.7,0.21678321678321677,0.08191126279863481,0.29220779220779225,0.45,0.36,0.81,0.36,0.72,0.62,0.32,0.94,0.55,0.87,20000000.0,0.0,0.0,0.0,1.0,17000000.0
1212.0,2001.0,11.0,10.0,851.0,9.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,1.0,1.4,0.1258741258741259,0.13310580204778158,0.06493506493506494,0.0,0.11,0.11,0.0,0.11,0.04,0.1,0.14,0.04,0.14,15000000.0,0.0,0.0,1.0,0.0,15000000.0
1213.0,2001.0,10.0,9.0,831.0,9.2,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.6,0.7,0.1258741258741259,0.16040955631399317,0.061688311688311695,0.11,0.22,0.32,0.11,0.32,0.01,0.07,0.07,0.01,0.07,15000000.0,0.0,0.0,1.0,0.0,15000000.0
1218.0,1990.0,21.0,10.0,889.0,9.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.8,0.8,0.4,1.1,0.06993006993006994,0.14675767918088736,0.06493506493506494,0.1,0.0,0.1,0.1,0.1,0.08,0.04,0.12,0.08,0.12,25000000.0,1.0,0.0,0.0,0.0,2000000.0
1220.0,1992.0,14.0,5.0,575.0,6.4,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.2,2.2,0.2,2.4,0.04895104895104895,0.020477815699658702,0.08116883116883117,0.31,0.0,0.31,0.31,0.31,0.34,0.03,0.38,0.34,0.38,22000000.0,1.0,0.0,0.0,0.0,16000000.0
1221.0,1992.0,18.0,8.0,824.0,9.2,6.0,0.0,6.0,4.0,2.0,2.0,3.0,0.0,5.3,3.8,1.2,5.0,0.1048951048951049,0.040955631399317405,0.14935064935064937,0.66,0.0,0.66,0.44,0.44,0.59,0.13,0.71,0.41,0.54,22000000.0,0.0,0.0,1.0,0.0,16000000.0
1223.0,1996.0,23.0,12.0,1068.0,11.9,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.3,0.4,0.02097902097902098,0.09897610921501707,0.0,0.0,0.08,0.08,0.0,0.08,0.01,0.02,0.03,0.01,0.03,2000000.0,0.0,0.0,1.0,0.0,2000000.0
1224.0,1999.0,18.0,13.0,1166.0,13.0,10.0,1.0,11.0,8.0,2.0,2.0,2.0,0.0,7.5,6.0,2.1,8.1,0.20279720279720279,0.11945392491467577,0.29870129870129875,0.77,0.08,0.85,0.62,0.69,0.58,0.16,0.74,0.46,0.62,50000000.0,0.0,1.0,0.0,0.0,50000000.0
1225.0,1999.0,2.0,2.0,152.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.02097902097902098,0.010238907849829351,0.03571428571428572,0.59,0.0,0.59,0.59,0.59,0.12,0.06,0.18,0.12,0.18,50000000.0,0.0,0.0,1.0,0.0,50000000.0
1226.0,1992.0,12.0,10.0,799.0,8.9,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,1.7,2.1,0.11188811188811189,0.12627986348122866,0.1168831168831169,0.0,0.23,0.23,0.0,0.23,0.05,0.19,0.24,0.05,0.24,90000000.0,1.0,0.0,0.0,0.0,9000000.0
1231.0,1993.0,32.0,31.0,2647.0,29.4,5.0,5.0,10.0,5.0,0.0,0.0,3.0,1.0,5.6,5.6,7.5,13.1,0.8181818181818182,0.4402730375426621,0.9642857142857143,0.17,0.17,0.34,0.17,0.34,0.19,0.26,0.45,0.19,0.45,10000000.0,0.0,0.0,1.0,0.0,10000000.0
1234.0,1996.0,35.0,35.0,3108.0,34.5,2.0,7.0,9.0,2.0,0.0,0.0,2.0,0.0,2.3,2.3,5.9,8.2,0.5664335664335665,0.6075085324232082,0.4285714285714286,0.06,0.2,0.26,0.06,0.26,0.07,0.17,0.24,0.07,0.24,32000000.0,1.0,0.0,0.0,0.0,25000000.0
1236.0,2001.0,21.0,11.0,1177.0,13.1,7.0,2.0,9.0,7.0,0.0,0.0,5.0,1.0,4.8,4.8,1.8,6.7,0.24475524475524477,0.10921501706484642,0.28571428571428575,0.54,0.15,0.69,0.54,0.69,0.37,0.14,0.51,0.37,0.51,15000000.0,1.0,0.0,0.0,0.0,15000000.0
1239.0,1988.0,3.0,0.0,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.013651877133105802,0.003246753246753247,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.07,0.14,3500000.0,0.0,0.0,1.0,0.0,300000.0
1244.0,1997.0,4.0,2.0,198.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,0.04195804195804196,0.010238907849829351,0.029220779220779224,0.0,0.0,0.0,0.0,0.0,0.12,0.15,0.27,0.12,0.27,28000000.0,0.0,0.0,1.0,0.0,13000000.0
1245.0,1997.0,19.0,5.0,610.0,6.8,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.7,1.7,0.7,2.5,0.15384615384615385,0.051194539249146756,0.14610389610389612,0.3,0.15,0.44,0.3,0.44,0.25,0.11,0.36,0.25,0.36,28000000.0,0.0,0.0,1.0,0.0,13000000.0
1251.0,1995.0,2.0,1.0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034129692832764505,0.01948051948051948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,0.0,1.0,0.0,0.0,7000000.0
1257.0,1999.0,5.0,1.0,190.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,0.1048951048951049,0.023890784982935155,0.06818181818181819,0.0,0.0,0.0,0.0,0.0,0.14,0.13,0.27,0.14,0.27,9000000.0,0.0,0.0,1.0,0.0,300000.0
1257.0,1999.0,5.0,1.0,190.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,0.1048951048951049,0.023890784982935155,0.06818181818181819,0.0,0.0,0.0,0.0,0.0,0.14,0.13,0.27,0.14,0.27,1650000.0,0.0,0.0,1.0,0.0,200000.0
1257.0,1999.0,5.0,1.0,190.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,0.1048951048951049,0.023890784982935155,0.06818181818181819,0.0,0.0,0.0,0.0,0.0,0.14,0.13,0.27,0.14,0.27,1600000.0,0.0,1.0,0.0,0.0,700000.0
1258.0,1997.0,20.0,8.0,924.0,10.3,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.8,1.8,1.4,3.2,0.02097902097902098,0.08191126279863481,0.2012987012987013,0.19,0.1,0.29,0.19,0.29,0.17,0.13,0.31,0.17,0.31,1000000.0,0.0,0.0,1.0,0.0,350000.0
1258.0,1997.0,20.0,8.0,924.0,10.3,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.8,1.8,1.4,3.2,0.02097902097902098,0.08191126279863481,0.2012987012987013,0.19,0.1,0.29,0.19,0.29,0.17,0.13,0.31,0.17,0.31,3000000.0,0.0,1.0,0.0,0.0,2500000.0
1259.0,1996.0,35.0,35.0,2663.0,29.6,5.0,5.0,10.0,5.0,0.0,0.0,5.0,0.0,2.1,2.1,4.5,6.6,0.14685314685314685,0.4402730375426621,0.24025974025974028,0.17,0.17,0.34,0.17,0.34,0.07,0.15,0.22,0.07,0.22,14000000.0,0.0,0.0,1.0,0.0,14000000.0
1261.0,1993.0,11.0,1.0,210.0,2.3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,0.006993006993006993,0.0034129692832764505,0.048701298701298704,0.43,0.43,0.86,0.43,0.86,0.13,0.2,0.34,0.13,0.34,15000000.0,0.0,0.0,1.0,0.0,2000000.0
1262.0,1997.0,23.0,21.0,1808.0,20.1,10.0,5.0,15.0,9.0,1.0,1.0,5.0,0.0,13.2,12.5,3.3,15.7,0.2727272727272727,0.20136518771331058,0.5324675324675325,0.5,0.25,0.75,0.45,0.7,0.66,0.16,0.82,0.62,0.78,80000000.0,1.0,0.0,0.0,0.0,75000000.0
1264.0,1991.0,13.0,7.0,743.0,8.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.6,2.6,1.7,4.3,0.03496503496503497,0.04436860068259386,0.14285714285714288,0.0,0.12,0.12,0.0,0.12,0.31,0.21,0.52,0.31,0.52,50000000.0,0.0,0.0,0.0,1.0,9000000.0
1269.0,2001.0,35.0,32.0,2822.0,31.4,8.0,3.0,11.0,7.0,1.0,3.0,6.0,0.0,8.5,6.2,3.2,9.4,0.6013986013986014,0.10238907849829351,0.4967532467532468,0.26,0.1,0.35,0.22,0.32,0.27,0.1,0.38,0.2,0.3,30000000.0,0.0,0.0,1.0,0.0,30000000.0
1272.0,2001.0,15.0,9.0,834.0,9.3,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,0.9,1.5,0.1888111888111888,0.19112627986348124,0.19805194805194806,0.11,0.11,0.22,0.11,0.22,0.06,0.1,0.16,0.06,0.16,30000000.0,0.0,1.0,0.0,0.0,17000000.0
1273.0,1997.0,28.0,24.0,2084.0,23.2,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,2.3,2.3,2.7,5.1,0.5454545454545454,0.7098976109215017,0.2337662337662338,0.09,0.09,0.17,0.09,0.17,0.1,0.12,0.22,0.1,0.22,90000000.0,0.0,0.0,1.0,0.0,60000000.0
1274.0,1994.0,22.0,19.0,1563.0,17.4,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.9,0.9,0.6,1.5,0.06293706293706294,0.41638225255972694,0.07142857142857144,0.0,0.06,0.06,0.0,0.06,0.05,0.03,0.09,0.05,0.09,30000000.0,0.0,0.0,1.0,0.0,12000000.0
1276.0,1991.0,11.0,6.0,616.0,6.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.06293706293706294,0.23890784982935154,0.025974025974025976,0.0,0.15,0.15,0.0,0.15,0.02,0.03,0.04,0.02,0.04,1800000.0,0.0,0.0,1.0,0.0,400000.0
1276.0,1991.0,11.0,6.0,616.0,6.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.06293706293706294,0.23890784982935154,0.025974025974025976,0.0,0.15,0.15,0.0,0.15,0.02,0.03,0.04,0.02,0.04,65000000.0,0.0,0.0,1.0,0.0,35000000.0
1277.0,1991.0,18.0,15.0,1279.0,14.2,2.0,0.0,2.0,0.0,2.0,2.0,4.0,0.0,1.7,0.1,0.4,0.5,0.09090909090909091,0.27303754266211605,0.03246753246753247,0.14,0.0,0.14,0.0,0.0,0.12,0.03,0.14,0.01,0.03,1800000.0,1.0,0.0,0.0,0.0,400000.0
1277.0,1991.0,18.0,15.0,1279.0,14.2,2.0,0.0,2.0,0.0,2.0,2.0,4.0,0.0,1.7,0.1,0.4,0.5,0.09090909090909091,0.27303754266211605,0.03246753246753247,0.14,0.0,0.14,0.0,0.0,0.12,0.03,0.14,0.01,0.03,65000000.0,1.0,0.0,0.0,0.0,35000000.0
1279.0,1991.0,25.0,4.0,593.0,6.6,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.8,2.1,0.6,2.7,0.04195804195804196,0.04436860068259386,0.07792207792207792,0.3,0.0,0.3,0.15,0.15,0.43,0.09,0.52,0.32,0.41,30000000.0,0.0,0.0,1.0,0.0,7000000.0
1282.0,1996.0,19.0,11.0,996.0,11.1,5.0,4.0,9.0,5.0,0.0,0.0,2.0,0.0,5.5,5.5,2.1,7.6,0.2097902097902098,0.09556313993174062,0.288961038961039,0.45,0.36,0.81,0.45,0.81,0.5,0.19,0.69,0.5,0.69,60000000.0,1.0,0.0,0.0,0.0,55000000.0
